card,card_type,comment,del,elapsed,elapsed_plus,event_incident_typefk,goal_type,id,match_id,n,player1,pos_x,pos_y,rcards,sortorder,stats,subtype,team,type,value,ycards
,y,y,,66,,70,,2429785,23400,23,41167,,,,0,,,9906,card,,
,y,y,,77,,70,,2429789,23400,20,56678,,,,0,,,9906,card,,
,y,y,,82,,70,,2429791,23400,25,56846,,,,0,,,8560,card,,
,y,y,,89,,70,,2429796,23400,26,205278,,,,0,,,8560,card,,
,y,y,,30,,70,,2429627,23401,20,183350,,,,0,,,8371,card,,
,y,y,,63,,70,,2429736,23401,19,45237,,,,0,,,8603,card,,
,y,y,,66,,70,,2429737,23401,17,18784,,,,0,,,8371,card,,
,y,y,,82,,70,,2429746,23401,18,37422,,,,0,,,8371,card,,
,y,y,,82,,70,,2429747,23401,21,37422,,,,0,,,8371,card,,
,y,y,,26,,70,,2426741,23402,25,242151,,,,0,,,8315,card,,
,y,y,,58,,70,,2426798,23402,27,35324,,,,0,,,10267,card,,
,r,r,,67,,270,,2426806,23402,32,164676,,,,0,,,8315,card,,
,y,y,,71,,70,,2426822,23402,28,37506,,,,0,,,10267,card,,
,y,y,,79,,70,,2426833,23402,29,181297,,,,0,,,8315,card,,
,y,y,,81,,70,,2426834,23402,33,31718,,,,0,,,10267,card,,
,y,y,,22,,70,,2427229,23403,18,75397,,,,0,,,8305,card,,
,y,y,,39,,70,,2427245,23403,19,41255,,,,0,,,8581,card,,
,y,y,,45,,70,,2427252,23403,20,38573,,,,0,,,8305,card,,
,y,y,,67,,70,,2427290,23403,21,37484,,,,0,,,8581,card,,
,y,y,,83,,70,,2427306,23403,23,33847,,,,0,,,8581,card,,
,y,y,,1,,70,,2428756,23404,23,38575,,,,0,,,8394,card,,
,y,y,,21,,70,,2428915,23404,25,40958,,,,0,,,8394,card,,
,y,y,,31,,70,,2429020,23404,27,4902,,,,0,,,7878,card,,
,y,y,,40,,70,,2429161,23404,28,213809,,,,0,,,7878,card,,
,y,y,,59,,70,,2429343,23404,30,33775,,,,0,,,8394,card,,
,y,y,,73,,70,,2429427,23404,29,102612,,,,0,,,8394,card,,
,y2,y2,,72,,26,,2429428,23404,31,4902,,,,0,,,7878,card,,
,y,y,,86,,70,,2429521,23404,33,49836,,,,0,,,7878,card,,
,y,y,,17,,70,,2430490,23405,20,193978,,,,0,,,8661,card,,
,,y,1,76,,70,,2430517,23405,11,,,,,0,,,,card,,
,y,y,,84,,70,,2430522,23405,26,260659,,,,0,,,8661,card,,
,y,y,,54,,70,,2426420,23406,20,30889,,,,0,,,8633,card,,
,y,y,,67,,70,,2426474,23406,21,18673,,,,0,,,9910,card,,
,y,y,,78,,70,,2426520,23406,25,46391,,,,0,,,9910,card,,
,y,y,,70,,70,,2426521,23406,23,30657,,,,0,,,8633,card,,
,y,y,,77,,70,,2426522,23406,24,30962,,,,0,,,8633,card,,
,y,y,,21,,70,,2426875,23407,35,38818,,,,0,,,8634,card,,
,y,y,,40,,70,,2426877,23407,36,151079,,,,0,,,9783,card,,
,y,y,,39,,70,,2426878,23407,37,30955,,,,0,,,8634,card,,
,y,y,,52,,70,,2426882,23407,40,33893,,,,0,,,9783,card,,
,y,y,,57,,70,,2426883,23407,41,33761,,,,0,,,9783,card,,
,y2,y2,,49,,26,,2426884,23407,42,38818,,,,0,,,8634,card,,
,y,y,,60,,70,,2426894,23407,47,111190,,,,0,,,9783,card,,
,y,y,,85,,70,,2426968,23407,45,30981,,,,0,,,8634,card,,
,y,y,,77,,70,,2427174,23407,46,30613,,,,0,,,8634,card,,
,y,y,,23,,70,,2440104,23408,20,150872,,,,0,,,8558,card,,
,y,y,,26,,70,,2440125,23408,21,56819,,,,0,,,9864,card,,
,y,y,,32,,70,,2440185,23408,23,49866,,,,0,,,9864,card,,
,y,y,,34,,70,,2440232,23408,27,107930,,,,0,,,8558,card,,
,y,y,,51,,70,,2440543,23408,25,37450,,,,0,,,9864,card,,
,y,y,,48,,70,,2440544,23408,26,58294,,,,0,,,8558,card,,
,y,y,,67,,70,,2440684,23408,24,30459,,,,0,,,9864,card,,
,y,y,,83,,70,,2440889,23408,22,112758,,,,0,,,9864,card,,
,y,y,,81,,70,,2440890,23408,28,121716,,,,0,,,8558,card,,
,y,y,,15,,70,,2446984,23409,24,150574,,,,0,,,10281,card,,
,y,y,,40,,70,,2447008,23409,20,36130,,,,0,,,10281,card,,
,y,y,,64,,70,,2447061,23409,27,33586,,,,0,,,10281,card,,
,y,y,,72,,70,,2447066,23409,28,33960,,,,0,,,8560,card,,
,y,y,,77,,70,,2447074,23409,23,102620,,,,0,,,8560,card,,
,y,y,,8,,70,,2444921,23410,21,19327,,,,0,,,9906,card,,
,y,y,,25,,70,,2444943,23410,28,56678,,,,0,,,9906,card,,
,y,y,,31,,70,,2444980,23410,27,38363,,,,0,,,8371,card,,
,y,y,,40,,70,,2445003,23410,23,191906,,,,0,,,8371,card,,
,y,y,,66,,70,,2445119,23410,25,22543,,,,0,,,9906,card,,
,y,y,,87,,70,,2445130,23410,29,38151,,,,0,,,8371,card,,
,y,y,,5,,70,,2441072,23411,25,25990,,,,0,,,10267,card,,
,y,y,,73,,70,,2441423,23411,22,213729,,,,0,,,10267,card,,
,y,y,,89,,70,,2441477,23411,23,30914,,,,0,,,10267,card,,
,y,y,,90,,70,,2441495,23411,19,108568,,,,0,,,10267,card,,
,y,y,,90,,70,,2441496,23411,20,317569,,,,0,,,8603,card,,
,y,y,,90,,70,,2441550,23411,21,18814,,,,0,,,10267,card,,
,y,y,,22,,70,,2444229,23412,25,179772,,,,0,,,8315,card,,
,y,y,,36,,70,,2444347,23412,30,181297,,,,0,,,8315,card,,
,y,y,,50,,70,,2444585,23412,22,191136,,,,0,,,8315,card,,
,y,y,,53,,70,,2444597,23412,23,33634,,,,0,,,8305,card,,
,y,y,,71,,70,,2444699,23412,27,33028,,,,0,,,8315,card,,
,y,y,,83,,70,,2444846,23412,26,102572,,,,0,,,8305,card,,
,y,y,,86,,70,,2444847,23412,31,96619,,,,0,,,8315,card,,
,y,y,,17,,70,,2443205,23413,20,103424,,,,0,,,7878,card,,
,y,y,,25,,70,,2443328,23413,18,24099,,,,0,,,7878,card,,
,y,y,,45,,70,,2443428,23413,16,37799,,,,0,,,8581,card,,
,y,y,,12,,70,,2442041,23414,26,107929,,,,0,,,8302,card,,
,y,y,,62,,70,,2442119,23414,28,12766,,,,0,,,8394,card,,
,y,y,,64,,70,,2442134,23414,25,26255,,,,0,,,8302,card,,
,y,y,,80,,70,,2442143,23414,24,369800,,,,0,,,8394,card,,
,y,y,,83,,70,,2442156,23414,22,38575,,,,0,,,8394,card,,
,y,y,,90,,70,,2442157,23414,27,33991,,,,0,,,8302,card,,
,y,y,,90,,70,,2442158,23414,30,95509,,,,0,,,8302,card,,
,y,y,,24,,70,,2445143,23415,24,31097,,,,0,,,8633,card,,
,y,y,,55,,70,,2445168,23415,22,291635,,,,0,,,8661,card,,
,y,y,,57,,70,,2445169,23415,27,268039,,,,0,,,8661,card,,
,y,y,,68,,70,,2445173,23415,23,30889,,,,0,,,8633,card,,
,y,y,,12,,70,,2441540,23416,26,34104,,,,0,,,9783,card,,
,y,y,,37,,70,,2441594,23416,25,30752,,,,0,,,9783,card,,
,y,y,,40,,70,,2441600,23416,29,33747,,,,0,,,9910,card,,
,y,y,,48,,70,,2441626,23416,30,18673,,,,0,,,9910,card,,
,r,r,,51,,270,,2441627,23416,23,18673,,,,0,,,9910,card,,
,y,y,,53,,70,,2441630,23416,24,189178,,,,0,,,9783,card,,
,y,y,,73,,70,,2441656,23416,31,111190,,,,0,,,9783,card,,
,y,y,,90,,70,,2441698,23416,28,39215,,,,0,,,9910,card,,
,y,y,,5,,70,,2441701,23417,30,150739,,,,0,,,8634,card,,
,y,y,,26,,70,,2441709,23417,31,38367,,,,0,,,8370,card,,
,y,y,,27,,70,,2441710,23417,32,37443,,,,0,,,8370,card,,
,y,y,,39,,70,,2441714,23417,28,165607,,,,0,,,8370,card,,
,y,y,,70,,70,,2441720,23417,33,10348,,,,0,,,8370,card,,
,y,y,,71,,70,,2441721,23417,23,193223,,,,0,,,8370,card,,
,y,y,,13,,70,,2930510,23418,24,107930,,,,0,,,8558,card,,
,y,y,,32,,70,,2930611,23418,25,72623,,,,0,,,9910,card,,
,y,y,,45,,70,,2930720,23418,27,205034,,,,0,,,9910,card,,
,y,y,,45,,70,,2930721,23418,28,190452,,,,1,,,8558,card,,
,y,y,,57,,70,,2930792,23418,31,30663,,,,0,,,8558,card,,
,y,y,,86,,70,,2930862,23418,33,102631,,,,0,,,9910,card,,
,y,y,,87,,70,,2930863,23418,34,185123,,,,0,,,8558,card,,
,y,y,,84,,70,,2931032,23418,35,242469,,,,2,,,9910,card,,
,y,y,,30,,70,,2929112,23419,20,169196,,,,0,,,8603,card,,
,y,y,,51,,70,,2929232,23419,22,31097,,,,0,,,8633,card,,
,,y,1,86,,70,,2929407,23419,7,,,,,0,,,,card,,
,y,y,,90,,70,,2929424,23419,24,45440,,,,0,,,8603,card,,
,y,y,,27,,70,,2929102,23420,22,231811,,,,0,,,8371,card,,
,y,y,,32,,70,,2929126,23420,23,40004,,,,0,,,7878,card,,
,y,y,,49,,70,,2929221,23420,26,43372,,,,0,,,7878,card,,
,y,y,,78,,70,,2929364,23420,28,74736,,,,0,,,7878,card,,
,y,y,,90,,70,,2929429,23420,29,213809,,,,0,,,7878,card,,
,y,y,,80,,70,,2926740,23421,19,36130,,,,0,,,10281,card,,
,y,y,,35,,70,,2930638,23422,19,38406,,,,0,,,9865,card,,
,y,y,,89,,70,,2930857,23422,25,18501,,,,0,,,9865,card,,
,y,y,,52,,70,,2926319,23423,17,209950,,,,0,,,8305,card,,
,y,y,,81,,70,,2926398,23423,19,173389,,,,0,,,8560,card,,
,y,y,,7,,70,,2929915,23424,20,303484,,,,0,,,8370,card,,
,y,y,,13,,70,,2929964,23424,19,12766,,,,0,,,10268,card,,
,y,y,,50,,70,,2930226,23424,24,40719,,,,0,,,10268,card,,
,y,y,,60,,70,,2930273,23424,23,182138,,,,0,,,8370,card,,
,y,y,,2,,70,,2929449,23425,30,39792,,,,0,,,9906,card,,
,y,y,,45,,70,,2929469,23425,32,101422,,,,0,,,8302,card,,
,y,y,,49,,70,,2929499,23425,33,33635,,,,0,,,9906,card,,
,y,y,,50,,70,,2929500,23425,34,214972,,,,0,,,8302,card,,
,y,y,,56,,70,,2929501,23425,36,19327,,,,0,,,9906,card,,
,y,y,,66,,70,,2929504,23425,37,316771,,,,0,,,9906,card,,
,y,y,,75,,70,,2929507,23425,38,151063,,,,0,,,8302,card,,
,y,y,,85,,70,,2929510,23425,42,71353,,,,0,,,8302,card,,
,y,y,,86,,70,,2929511,23425,41,213805,,,,0,,,8302,card,,
,y,y,,50,,70,,2928718,23426,31,179407,,,,0,,,8581,card,,
,y,y,,68,,70,,2928800,23426,29,127894,,,,0,,,8581,card,,
,y,y,,78,,70,,2928856,23426,33,150632,,,,0,,,8581,card,,
,y,y,,88,,70,,2928907,23426,32,19533,,,,0,,,8634,card,,
,y,y,,13,,70,,2926759,23427,21,166111,,,,0,,,10267,card,,
,y,y,,27,,70,,2926760,23427,22,50473,,,,0,,,9864,card,,
,y,y,,37,,70,,2926761,23427,23,474668,,,,0,,,9864,card,,
,y,y,,46,,70,,2926828,23427,24,45244,,,,0,,,9864,card,,
,y,y,,53,,70,,2926830,23427,25,25990,,,,0,,,10267,card,,
,y,y,,66,,70,,2926849,23427,27,282472,,,,2,,,9864,card,,
,y,y,,78,,70,,2926850,23427,28,363363,,,,0,,,9864,card,,
,y,y,,86,,70,,2926851,23427,29,30914,,,,2,,,10267,card,,
,y,y,,42,,70,,3094335,23428,27,160844,,,,0,,,10205,card,,
,y,y,,52,,70,,3094453,23428,32,2768,,,,0,,,10205,card,,
,y,y,,54,,70,,3094506,23428,29,74747,,,,0,,,10267,card,,
,y,y,,58,,70,,3094562,23428,33,150649,,,,0,,,10267,card,,
,y,y,,87,,70,,3094963,23428,34,193978,,,,0,,,10205,card,,
,y,y,,48,,70,,3095355,23428,26,108568,,,,1,,,10267,card,,
,y,y,,43,,70,,3097818,23429,18,33024,,,,0,,,8315,card,,
,y,y,,48,,70,,3097829,23429,19,43375,,,,0,,,8315,card,,
,y,y,,77,,70,,3097837,23429,20,164676,,,,0,,,8315,card,,
,y,y,,13,,70,,3091220,23430,19,49866,,,,0,,,7878,card,,
,y,y,,31,,70,,3091257,23430,20,80492,,,,0,,,10268,card,,
,y,y,,71,,70,,3091344,23430,21,74736,,,,0,,,7878,card,,
,y,y,,89,,70,,3091378,23430,18,213809,,,,0,,,7878,card,,
,y,y,,20,,70,,3095590,23431,23,170365,,,,0,,,8603,card,,
,y,y,,53,,70,,3095613,23431,24,187279,,,,1,,,8603,card,,
,y,y,,24,,70,,3091407,23432,26,107930,,,,0,,,8558,card,,
,y,y,,29,,70,,3091412,23432,22,51949,,,,0,,,8581,card,,
,y,y,,58,,70,,3091422,23432,29,70812,,,,2,,,8558,card,,
,y,y,,71,,70,,3091425,23432,24,179407,,,,0,,,8581,card,,
,y,y,,73,,70,,3091426,23432,28,280920,,,,3,,,8558,card,,
,y,y,,71,,70,,3091428,23432,25,38578,,,,1,,,8558,card,,
,y,y,,86,,70,,3091429,23432,31,186748,,,,0,,,8558,card,,
,y,y,,76,,70,,3090046,23433,19,33843,,,,0,,,9864,card,,
,y,y,,85,,70,,3090144,23433,25,206830,,,,0,,,9864,card,,
,y,y,,8,,70,,3090314,23434,190,154257,,,,1,,,8634,card,,
,y,y,,14,,70,,3090377,23434,193,30962,,,,2,,,8633,card,,
,y,y,,35,,70,,3090564,23434,264,33992,,,,1,,,8634,card,,
,y,y,,45,,70,,3090674,23434,204,31921,,,,2,,,8633,card,,
,y,y,,59,,70,,3090886,23434,283,42346,,,,3,,,8633,card,,
,y,y,,64,,505,,3090918,23434,219,28467,,,,1,,Unsportsmanlike Cond,8633,card,,
,y,y,,80,,79,,3091022,23434,261,30893,,,,0,,verbal_abuse,8633,card,,
,y,y,,10,,70,,3092233,23435,29,50027,,,,0,,,8371,card,,
,y,y,,33,,70,,3092275,23435,26,25773,,,,0,,,8302,card,,
,r,r,,35,,270,,3092279,23435,23,37422,,,,0,,,8371,card,,
,y,y,,64,,70,,3092360,23435,24,33870,,,,0,,,8371,card,,
,y,y,,85,,70,,3092423,23435,25,72542,,,,0,,,8371,card,,
,y,y,,88,,70,,3093283,23435,28,37653,,,,0,,,8371,card,,
,y,y,,7,,70,,3087294,23436,19,43374,,,,0,,,10281,card,,
,y,y,,39,,70,,3087328,23436,23,303484,,,,0,,,8370,card,,
,y,y,,59,,70,,3087360,23436,25,256727,,,,0,,,8370,card,,
,y,y,,73,,70,,3087366,23436,24,111975,,,,0,,,10281,card,,
,y,y,,6,,70,,3095045,23437,19,196188,,,,0,,,9865,card,,
,y,y,,35,,70,,3095202,23437,20,282678,,,,0,,,8560,card,,
,y,y,,49,,70,,3095350,23437,22,157869,,,,0,,,9865,card,,
,y,y,,53,,70,,3095351,23437,23,38406,,,,0,,,9865,card,,
,r,r,,39,,270,,3104262,23438,22,298157,,,,0,,,10205,card,,
,y,y,,47,,70,,3104344,23438,21,46391,,,,0,,,8305,card,,
,y,y,,50,,70,,3104351,23438,24,37479,,,,0,,,8305,card,,
,y,y,,81,,70,,3104445,23438,25,38431,,,,0,,,8305,card,,
,y,y,,86,,70,,3104478,23438,26,160844,,,,0,,,10205,card,,
,y,y,,70,,70,,3104664,23438,27,75397,,,,0,,,8305,card,,
,y,y,,56,,70,,3104660,23439,21,107929,,,,0,,,10268,card,,
,y,y,,62,,70,,3104667,23439,26,40719,,,,0,,,10268,card,,
,y,y,,83,,70,,3104685,23439,25,33028,,,,0,,,8315,card,,
,y,y,,89,,70,,3104690,23439,23,411617,,,,0,,,8315,card,,
,y,y,,86,,70,,3104692,23439,29,74435,,,,2,,,10268,card,,
,y,y,,34,,70,,3104248,23440,28,38424,,,,0,,,9906,card,,
,y,y,,45,,70,,3104286,23440,29,213809,,,,0,,,7878,card,,
,y,y,,65,,70,,3104380,23440,22,41167,,,,0,,,9906,card,,
,y,y,,77,,70,,3104449,23440,21,301456,,,,0,,,7878,card,,
,y2,y2,,89,,26,,3104494,23440,26,41167,,,,0,,,9906,card,,
,y,y,,90,,70,,3104516,23440,23,170323,,,,3,,,9906,card,,
,y,y,,13,,70,,3104601,23441,22,45440,,,,0,,,8603,card,,
,y,y,,26,,70,,3104618,23441,29,42873,,,,0,,,8581,card,,
,y2,y2,,30,,26,,3104621,23441,24,45440,,,,0,,,8603,card,,
,y,y,,41,,70,,3104630,23441,27,46836,,,,0,,,8581,card,,
,y,y,,45,,70,,3104636,23441,26,150632,,,,0,,,8581,card,,
,y,y,,72,,70,,3104675,23441,25,51949,,,,0,,,8581,card,,
,y,y,,74,,70,,3104679,23441,30,75619,,,,0,,,8581,card,,
,y,y,,78,,70,,3104681,23441,23,41294,,,,0,,,8581,card,,
,y,y,,90,,70,,3104693,23441,28,187279,,,,0,,,8603,card,,
,y,y,,8,,70,,3100184,23442,16,39198,,,,0,,,9864,card,,
,y,y,,54,,70,,3100430,23442,15,215584,,,,0,,,8558,card,,
,y,y,,68,,70,,3100497,23442,18,363363,,,,0,,,9864,card,,
,y,y,,90,,70,,3100614,23442,17,41707,,,,2,,,9864,card,,
,y,y,,24,,70,,3100691,23443,19,242469,,,,0,,,9910,card,,
,y,y,,31,,70,,3100708,23443,20,30613,,,,0,,,8634,card,,
,y,y,,34,,70,,3100726,23443,22,72623,,,,0,,,9910,card,,
,y,y,,38,,70,,3100736,23443,25,18673,,,,0,,,9910,card,,
,y,y,,24,,70,,3103001,23444,38,314605,,,,0,,,8302,card,,
,y,y,,37,,70,,3103073,23444,30,30962,,,,0,,,8633,card,,
,y,y,,59,,70,,3103117,23444,33,26336,,,,0,,,8302,card,,
,y,y,,65,,70,,3103127,23444,39,37442,,,,0,,,8633,card,,
,y,y,,66,,70,,3103130,23444,45,42346,,,,0,,,8633,card,,
,y2,y2,,77,,26,,3103140,23444,34,26336,,,,0,,,8302,card,,
,y,y,,89,,70,,3103230,23444,35,101422,,,,0,,,8302,card,,
,y,y,,30,,70,,3103038,23445,23,309334,,,,0,,,8370,card,,
,y,y,,60,,70,,3103119,23445,20,213814,,,,0,,,8370,card,,
,r,r,,66,,270,,3103129,23445,19,38886,,,,0,,,8371,card,,
,y,y,,30,,70,,3102496,23446,27,150574,,,,0,,,10281,card,,
,y,y,,45,,70,,3102623,23446,21,36130,,,,0,,,10281,card,,
,y,y,,49,,70,,3102650,23446,26,143795,,,,0,,,10281,card,,
,y,y,,60,,70,,3102695,23446,24,33586,,,,0,,,10281,card,,
,y,y,,90,,70,,3102826,23446,25,33960,,,,0,,,8560,card,,
,y,y,,20,,70,,3102472,23447,24,150296,,,,0,,,9865,card,,
,y,y,,29,,70,,3102490,23447,26,38241,,,,0,,,9865,card,,
,y,y,,35,,70,,3102506,23447,27,18501,,,,0,,,9865,card,,
,y,y,,84,,70,,3102782,23447,25,31303,,,,0,,,9865,card,,
,y,y,,85,,70,,3102786,23447,23,280276,,,,0,,,9865,card,,
,y,y,,35,,70,,3111646,23448,25,240054,,,,0,,,8305,card,,
,y,y,,79,,70,,3111729,23448,22,75192,,,,0,,,8305,card,,
,y,y,,81,,70,,3111736,23448,29,40203,,,,0,,,8305,card,,
,y,y,,86,,70,,3111740,23448,26,40668,,,,0,,,8305,card,,
,y,y,,86,,70,,3111744,23448,23,209950,,,,1,,,8305,card,,
,y,y,,88,,70,,3111749,23448,27,241825,,,,0,,,10267,card,,
,y,y,,90,,70,,3111760,23448,24,37479,,,,1,,,8305,card,,
,y,y,,90,,70,,3111761,23448,28,109222,,,,2,,,10267,card,,
,y,y,,29,,70,,3115951,23449,19,160844,,,,0,,,10205,card,,
,y,y,,32,,70,,3115954,23449,21,56972,,,,0,,,10268,card,,
,y,y,,59,,70,,3115973,23449,20,268282,,,,0,,,10205,card,,
,y,y,,63,,70,,3115975,23449,23,2805,,,,0,,,10268,card,,
,y,y,,70,,70,,3115979,23449,22,150644,,,,0,,,10205,card,,
,y,y,,88,,70,,3115987,23449,24,74435,,,,0,,,10268,card,,
,y,y,,6,,70,,3113327,23450,22,19327,,,,0,,,9906,card,,
,y,y,,22,,70,,3113371,23450,26,56678,,,,0,,,9906,card,,
,y,y,,27,,70,,3113383,23450,23,33025,,,,0,,,8315,card,,
,y,y,,43,,70,,3113439,23450,27,179772,,,,0,,,8315,card,,
,y,y,,60,,70,,3113553,23450,28,38424,,,,0,,,9906,card,,
,y,y,,64,,70,,3113561,23450,29,411616,,,,0,,,8315,card,,
,y,y,,74,,70,,3113608,23450,30,19243,,,,0,,,9906,card,,
,y,y,,75,,70,,3113625,23450,31,33871,,,,0,,,9906,card,,
,y2,y2,,78,,26,,3113639,23450,32,411616,,,,0,,,8315,card,,
,y,y,,52,,70,,3114183,23451,19,384413,,,,0,,,8581,card,,
,y,y,,53,,70,,3114187,23451,20,37597,,,,0,,,8581,card,,
,y,y,,65,,70,,3114230,23451,21,301456,,,,0,,,7878,card,,
,y,y,,70,,70,,3114258,23451,22,110331,,,,0,,,7878,card,,
,y,y,,86,,70,,3114327,23451,23,25521,,,,0,,,7878,card,,
,y,y,,35,,70,,3114350,23452,23,215927,,,,0,,,8603,card,,
,y,y,,48,,70,,3114365,23452,24,317569,,,,0,,,8603,card,,
,y,y,,49,,70,,3114366,23452,25,45244,,,,0,,,9864,card,,
,y,y,,75,,70,,3114386,23452,28,39198,,,,0,,,9864,card,,
,y,y,,45,,70,,3106355,23453,15,190452,,,,0,,,8558,card,,
,y,y,,67,,70,,3106384,23453,16,107930,,,,0,,,8558,card,,
,y,y,,77,,70,,3106390,23453,18,38818,,,,0,,,8634,card,,
,y,y,,89,,70,,3106398,23453,19,280920,,,,0,,,8558,card,,
,y,y,,29,,70,,3110782,23454,16,26336,,,,0,,,8302,card,,
,y,y,,45,,70,,3110788,23454,17,242783,,,,0,,,8302,card,,
,y,y,,90,,70,,3110798,23454,19,280890,,,,0,,,9910,card,,
,y,y,,6,,70,,3110606,23455,25,282674,,,,0,,,8633,card,,
,y,y,,11,,70,,3110611,23455,27,30889,,,,0,,,8633,card,,
,y,y,,58,,70,,3110711,23455,31,406257,,,,0,,,8370,card,,
,y,y,,62,,70,,3110718,23455,32,46509,,,,0,,,8633,card,,
,y,y,,72,,70,,3110728,23455,33,28467,,,,0,,,8633,card,,
,y,y,,76,,70,,3110735,23455,35,183449,,,,0,,,8370,card,,
,y,y,,87,,70,,3110752,23455,37,75004,,,,0,,,8370,card,,
,y,y,,90,,70,,3110761,23455,36,31097,,,,0,,,8633,card,,
,y,y,,33,,70,,3108562,23456,22,184138,,,,0,,,8560,card,,
,,y,1,33,,70,,3108592,23456,1,,,,,1,,,,card,,
,r,r,,49,,270,,3108938,23456,23,17875,,,,0,,,8371,card,,
,y,y,,53,,70,,3109057,23456,25,38540,,,,0,,,8560,card,,
,y,y,,24,,70,,3110012,23457,22,36130,,,,0,,,10281,card,,
,y,y,,34,,70,,3110069,23457,24,280485,,,,0,,,9865,card,,
,,y,1,52,,70,,3110331,23457,6,,,,,0,,,,card,,
,y,y,,68,,70,,3110394,23457,25,38469,,,,0,,,9865,card,,
,y2,y2,,75,,26,,3110419,23457,26,36130,,,,0,,,10281,card,,
,y,y,,87,,70,,3110512,23457,29,74302,,,,0,,,10281,card,,
,y,y,,52,,70,,3110543,23457,27,196188,,,,0,,,9865,card,,
,y,y,,90,,70,,3110544,23457,28,33731,,,,0,,,9865,card,,
,y,y,,38,,70,,3110793,23457,30,213504,,,,0,,,10281,card,,
,y,y,,27,,70,,3128389,23458,22,46391,,,,0,,,8305,card,,
,y,y,,30,,70,,3128417,23458,24,38431,,,,0,,,8305,card,,
,y,y,,43,,70,,3128539,23458,25,195335,,,,0,,,10268,card,,
,y,y,,60,,70,,3128673,23458,26,74435,,,,0,,,10268,card,,
,y,y,,63,,70,,3128687,23458,28,2805,,,,0,,,10268,card,,
,y,y,,65,,70,,3128706,23458,29,40719,,,,0,,,10268,card,,
,y,y,,78,,70,,3128743,23458,31,56972,,,,0,,,10268,card,,
,y,y,,77,,70,,3128783,23458,30,75397,,,,0,,,8305,card,,
,y,y,,84,,70,,3128791,23458,32,198607,,,,0,,,10268,card,,
,y,y,,18,,70,,3132056,23459,21,42479,,,,0,,,10205,card,,
,y,y,,20,,70,,3132092,23459,22,30871,,,,0,,,9906,card,,
,y,y,,51,,70,,3132391,23459,23,33635,,,,0,,,9906,card,,
,y,y,,56,,70,,3132400,23459,24,33871,,,,0,,,9906,card,,
,y,y,,73,,70,,3132446,23459,25,160844,,,,0,,,10205,card,,
,y,y,,74,,70,,3132465,23459,27,184533,,,,2,,,9906,card,,
,y,y,,83,,70,,3132502,23459,28,17703,,,,0,,,10205,card,,
,y,y,,10,,70,,3128935,23460,24,37597,,,,0,,,8581,card,,
,y,y,,42,,70,,3128975,23460,26,411617,,,,0,,,8315,card,,
,y,y,,43,,70,,3128976,23460,27,45749,,,,0,,,8315,card,,
,y,y,,60,,70,,3129006,23460,28,42873,,,,0,,,8581,card,,
,y,y,,68,,70,,3129028,23460,29,181297,,,,0,,,8315,card,,
,y,y,,80,,70,,3129051,23460,31,127894,,,,0,,,8581,card,,
,y,y,,80,,70,,3129053,23460,32,46836,,,,1,,,8581,card,,
,r,r,,90,,270,,3129076,23460,34,43375,,,,0,,,8315,card,,
,y,y,,90,,70,,3129085,23460,35,17276,,,,1,,,8581,card,,
,y,y,,34,,70,,3125547,23461,21,40004,,,,0,,,7878,card,,
,y,y,,43,,70,,3125560,23461,22,179795,,,,0,,,7878,card,,
,y,y,,53,,70,,3125569,23461,25,103139,,,,0,,,7878,card,,
,y,y,,79,,70,,3125575,23461,28,28439,,,,0,,,9864,card,,
,y,y,,86,,70,,3125578,23461,29,33843,,,,0,,,9864,card,,
,y,y,,88,,70,,3125579,23461,30,18520,,,,0,,,9864,card,,
,y,y,,20,,70,,3132643,23462,22,32657,,,,0,,,8634,card,,
,y,y,,55,,70,,3132680,23462,25,215927,,,,0,,,8603,card,,
,y,y,,67,,70,,3132693,23462,27,317569,,,,0,,,8603,card,,
,y,y,,76,,70,,3132707,23462,30,154256,,,,0,,,8603,card,,
,y,y,,90,,70,,3132722,23462,28,33988,,,,0,,,8634,card,,
,y,y,,12,,70,,3129510,23463,27,38385,,,,0,,,8302,card,,
,y,y,,27,,70,,3129523,23463,25,121872,,,,0,,,8558,card,,
,y,y,,75,,70,,3129643,23463,33,306407,,,,0,,,8302,card,,
,y,y,,79,,70,,3129661,23463,31,185123,,,,0,,,8558,card,,
,y,y,,81,,70,,3129672,23463,29,107930,,,,0,,,8558,card,,
,y2,y2,,84,,26,,3129675,23463,32,107930,,,,0,,,8558,card,,
,y,y,,87,,70,,3129687,23463,28,111237,,,,0,,,8302,card,,
,y,y,,30,,70,,3129111,23464,21,213486,,,,0,,,9910,card,,
,y,y,,53,,70,,3129139,23464,25,33747,,,,0,,,9910,card,,
,y,y,,61,,70,,3129141,23464,20,303484,,,,0,,,8370,card,,
,y,y,,66,,70,,3129143,23464,22,161015,,,,0,,,8370,card,,
,y,y,,86,,70,,3129148,23464,23,39215,,,,0,,,9910,card,,
,y,y,,29,,70,,3127039,23465,22,25921,,,,0,,,8633,card,,
,y,y,,53,,70,,3127479,23465,21,37442,,,,0,,,8633,card,,
,y,y,,76,,70,,3127792,23465,25,33960,,,,0,,,8560,card,,
,y,y,,16,,70,,3125365,23466,19,37422,,,,0,,,8371,card,,
,y,y,,23,,70,,3125436,23466,21,75306,,,,0,,,9865,card,,
